#  STRING NAME (do not change!);English;French;Italian;Spanish;German;Polish;Portugese;Russian;;Extra2;X
#  STRING NAME (do not change!);;;;;;;;;;;X
lithuania_independence_6_desc;From January 8–9, several special Soviet military units were flown to Lithuania (including the famous counter terrorist Alpha Group and paratroopers of the 76th Airborne Division of the VDV based at Pskov). The official explanation was that this was needed to ensure constitutional order and the effectiveness of laws of the Lithuanian SSR and the Soviet Union. On January 10, Gorbachev addressed the Supreme Council, demanding restoration of the constitution of the USSR in Lithuania and the revocation of all anti-constitutional laws. He mentioned that military intervention could be possible within days. When Lithuanian officials asked for Moscow's guarantee not to send armed troops, Gorbachev did not reply.;;;;;;;;;;X
lithuania_independence_6-1_desc;In the morning, Speaker of the Supreme Council Vytautas Landsbergis and Prime Minister Albertas Simenas were presented with another ultimatum from the ''Democratic Congress of Lithuania'' demanding that they comply with Gorbachev's request by 15:00 on January 11. Soviet military units seize some administrative buildings and soldiers use live ammunition against civilians. Several people are hospitalized, some with bullet wounds. In a press conference held in the building of the Central Committee of the Communist Party of Lithuania, the head of the Ideological Division Juozas Jermalavi?ius announces the creation of the ''National Salvation Committee of Lithuanian SSR'' and that from now on it will be the only legitimate government in Lithuania.;;;;;;;;;;X
lithuania_independence_6-2_desc;During an overnight session of the Supreme Council, Speaker Vytautas Landsbergis announced that he had tried to call Mikhail Gorbachev three times, but was unsuccessful. Deputy Minister of Defense of the Soviet Union, General Vladislav Achalov, arrived in Lithuania and took control of all military operations. People from all over Lithuania started to encircle the main strategic buildings: the Supreme Council, the Radio and Television Committee, the Vilnius TV Tower and the main telephone exchange. Soviet military units seize the base of the Lithuanian SSR Special Purpose Detachment of Police (OMON) and unsuccessfully try to seize the Police Academy building in Vilnius. A column of Soviet military vehicles is spotted leaving a military base in Vilnius and moving towards the city center. Employees of the Central Committee of the Communist Party of Lithuania instruct special worker groups (druzhinas) to be ready ''for special events.'' An unknown group of individuals who claim to be part of the National Salvation Committee, declare at the Supreme Council that it is their duty to take over Lithuania in order to avoid an economic meltdown and a fratricidal war. Another column of military vehicles (including tanks and BMPs) is spotted leaving the military base and heading toward the TV tower.;;;;;;;;;;X
lithuania_independence_6-3_desc;Upon arrival in the vicinity of the TV tower, tanks start to fire blank rounds. This causes many nearby windows to shatter and lifelong hearing loss or deafness in some of the protesters. Tanks and soldiers encircle the TV tower. Soldiers fire live ammunition overhead and into civilian crowds gathered around the building. Tanks drive straight through lines of people. Fourteen people are killed in the attack, most of them shot and two crushed by tanks. One Soviet Alfa unit member (Viktor Shatskikh) is killed by friendly fire. Loudspeakers on several BMPs transmit the voice of Juozas Jermalavicius: ''Brother Lithuanians! The nationalist and separatist government which confronted the people has been overthrown! Go [home] to your parents and children!'' BMPs and tanks surround the Radio and Television Committee building. Soldiers fire live ammunition into the building, over the heads of the civilian crowds. The live television broadcast is terminated. The last pictures transmitted are of a Soviet soldier running toward the camera and switching it off. A small TV studio from Kaunas came on air unexpectedly. A technician of the family program that usually broadcast from Kaunas once a week was on the air, calling for anyone who could help to broadcast to the world in as many different languages as possible about the Soviet army and tanks killing unarmed people in Lithuania. Within an hour, the studio was filled with several university professors broadcasting in several languages. The small studio in Kaunas received a threatening phone call from the Soviet army division of Kaunas (possibly the 7th Guards Airborne Division of the Soviet Airborne Forces). By 4 in the morning this studio received the news that a Swedish news station finally saw the broadcast and would be broadcasting the news to the world. The second phone call from the Soviet army division followed shortly, with a commander stating that ''they would not try to take over the studio so long as no misinformation is given''. This was all broadcast live.;;;;;;;;;;X
lithuania_independence_6-4_desc;Following these two attacks, large crowds (20,000 during the night, more than 50,000 in the morning) of independence supporters gathered around the Supreme Council building. People started building anti-tank barricades and setting up defenses inside surrounding buildings. Provisional chapels were set up inside and outside the Supreme Council building. Members of the crowd prayed, sang and shouted pro-independence slogans. Despite columns of military trucks, BMPs and tanks moving into the vicinity of the Supreme Council, Soviet military forces retreated instead of attacking.;;;;;;;;;;X
lithuania_independence_7;The Bloody Sunday;;;;;;;;;;X
lithuania_independence_7_desc;Immediately after the attacks, the Supreme Council issued a letter to the people of the Soviet Union and to the rest of the world denouncing the attacks and calling for foreign governments to recognise that the Soviet Union had committed an act of aggression against a sovereign nation. Following the first news reports from Lithuania, the government of Norway appealed to the United Nations. The government of Poland expressed their solidarity with the people of Lithuania and denounced the actions of the Soviet army. After the events, President Gorbachev said Lithuanian ''workers and intellectuals'' complaining of anti-Soviet broadcasts had tried to talk to the republic's parliament, but were refused and beaten. Then, he said, they asked the military commander in Vilnius to provide protection. Defense Minister Dmitry Yazov, Interior Minister Boris Pugo and Gorbachev all asserted that no one in Moscow gave orders to use force in Vilnius. Yazov said that nationalists were trying to form what he called a bourgeois dictatorship. Pugo said on national television that the demonstrators had opened fire first. During the following day, meetings of support took place in many cities (Kiev, Riga, Tallinn). Although occupation and military raids continued for several months following the attacks, there were no large open military encounters after January 13. Strong Western reaction and the actions of Russian democratic forces put the President and the government of the Soviet Union in an awkward position.;;;;;;;;;;X
latvia_flag;Restore Latvian National Flag;;;;;;;;;;X
latvia_flag_desc;When the Communists annexed Latvia in June 1940 the flag became illegal within Latvia itself. However, the west never recognized the Soviet annexation of the Baltic states and Latvian legations continued to operate in western capitals. These continued to use the Latvian flag, as did Latvian emigrés worldwide. The Latvian flag began to be used again in Latvia in 1988, and was legalized on 29 September 1988, replacing the Soviet Latvian flag on 27 February 1990.;;;;;;;;;;X
latvia_independence;The Latvian Restoration of Independence (Transitional);;;;;;;;;;X
latvia_independence_desc;The Declaration ''On the Restoration of Independence of the Republic of Latvia'' was adopted on 4 May 1990, by the Supreme Soviet of the Latvian SSR. The Declaration stated that, although Latvia had de facto lost its independence in 1940, when it was annexed by the Soviet Union, the country had de jure remained a sovereign country as the annexation had been unconstitutional and against the will of the people of Latvia. Therefore it resolved that the Molotov–Ribbentrop Pact and the Soviet occupation of Latvia in 1940 were illegal, and annulled the declaration on the accession of Latvia to the Soviet Union of 21 July 1940, re-instituted the Constitution of Latvia of 1922, which was thereupon partly suspended, and set a period of transition to de facto independence, which would end upon the first session of Saeima. It also ruled that during the transitional period the Constitution of the Latvian SSR and other laws would remain applicable as long as they did not contradict articles 1, 2, 3 and 6 of the Constitution of Latvia, which were reinforced by the declaration. It was provided that a committee to elaborate a new edition of the Constitution of Latvia should be created. Social, economic, cultural and political rights were granted to citizens and residents of Latvia in accordance with international human rights. The declaration also stated that Latvia would form its relationship with the Soviet Union on the basis of the Latvian–Soviet Peace Treaty of 1920, in which the Soviet Union had recognized the independence of Latvia as inviolable ''for all future time''.;;;;;;;;;;X
